Id	primary_heb_full	variant	PlaceId	SourceId
60473	נאשוויל (טנסי)	נאשוויל	6377	4
60474	נאשוויל (טנסי)	נשויל	6377	4
60479	נאשלסק (פולין)	נאשעלסק	34	4
60480	נאשלסק (פולין)	נשלסק	34	4
60484	נאתדווארה (הודו)	נאתדווארה	13324	4
60486	נבאדה	נבאדה	7765	4
60489	נבאך (גואטמלה)	נבאך	19495	4
60492	נבדה סיטי (קליפורניה)	נבדה סיטי	8492	4
60495	נבדו דל רואיז (קולומביה)	נבדו דל רואיז	3154	4
60505	נבויי וילויאטי (אוזבקיסטן)	נבויי וילויאטי	20862	4
60508	נבולינו (רוסיה)	נבולינו	13104	4
60514	נבטיה (לבנון)	נבטיה	19845	4
60516	נבטים (ישראל)	נבטים	21968	4
60518	נבי חזורי (ישראל)	נבי חזורי	22048	4
60521	נבל (רוסיה)	נבל	10796	4
60522	נבל (רוסיה)	נעוויל	10796	4
60527	נבל (תוניסיה)	נאבל	15787	4
60528	נבל (תוניסיה)	נאבליה	15787	4
60529	נבל (תוניסיה)	נבל	15787	4
60531	נב מזון (צרפת)	נב מזון	19418	4
60535	נבסקי פרוספקט (סנקט פטרבורג, רוסיה)	נבסקי פרוספקט	3570	4
60537	נבקלוב (צ'כיה)	נבקלוב	22584	4
60539	נבר (צרפת)	נבר	9441	4
60541	נברסקה	נברסקה	8080	4
60543	נברסקה סיטי (נברסקה)	נברסקה סיטי	11079	4
60545	נג'א (מקסיקו)	נג'א	16955	4
60547	נג' אטד (הונגריה)	אטהאהט	8847	4
60548	נג' אטד (הונגריה)	נג' אטד	8847	4
60550	נג'ארה (ספרד)	נג'ארה	17136	4
60554	נג'ד (ערב הסעודית)	נג'ד	2946	4
60557	נג'ומבה (טנזניה)	נג'ומבה	16761	4
60559	נג'ע אלדיר (מצרים)	נג'ע אלדיר	22579	4
60562	נג'ף (עיראק : פרובינציה)	נג'ף	15827	4
60570	נג'ף (עיראק)	נג'ף	13217	4
60573	נג'קניז'ה (הונגריה)	גרוס קוניז'ה	12720	4
60574	נג'קניז'ה (הונגריה)	נג'קניז'ה	12720	4
60577	נג'ראן (ערב הסעודית : פרובינציה)	נג'ראן	15844	4
60580	נג'ראן (ערב הסעודית)	נג'ראן	17275	4
60585	נגאוקה-קיו (עיר קדומה)	נגאוקה-קיו	3510	4
60587	נגאיה (אתיופיה)	נגאיה	22580	4
60591	נגב (ישראל)	נגב	2961	4
60592	נגב דרומי (ישראל)	נגב דרומי	21180	4
60595	נגבה (ישראל)	נגבה	35	2
60596	נגבה (ישראל)	קבוץ נגבה	35	4
60597	נגבה (ישראל)	קיבוץ נגבה	35	2
60598	נגב מערבי (ישראל)	נגב מערבי	21181	4
60599	נגב צפוני (ישראל)	נגב צפוני	21997	4
60603	נגדה (אינדונזיה)	נגדה	20489	4
60606	נגויה (יפן)	נגויה	18955	4
60610	נגויו (ממלכה)	נגויו	19351	4
60623	נגורנו קרבאך (אזרבייג'ן)	נגורנו קרבאך	17820	4
60633	נגטאי-דיצ׳ו (סין)	נגטאי-דיקו	18385	4
60636	נגטיק (מיקרונזיה)	נגטיק	4948	4
60640	נגירסו (עיר קדומה)	נגירסו	1441	4
60642	נגלוביצה (פולין)	נגווביצה	22155	4
60643	נגלוביצה (פולין)	נגלוביצה	22155	4
60644	נגלוביצה (פולין)	נעגלאו	22155	4
60647	נגמילנד (בוטסואנה)	נגמילנד	20727	4
60649	נגס הד (צפון קרולינה)	נגס הד	12617	4
60652	נגסקי (יפן)	נגסקי	9433	4
60656	נגפור (הודו : מחוז)	נגפור	16989	4
60659	נגרג'ונקונדה (הודו)	נגרג'ונקונדה	13631	4
60662	נגרה (אי) (צ'ילה)	נגרה	3065	4
60664	נגרה (באלי, אינדונזיה)	נגרה	18283	4
60668	נגרוס (פיליפינים : אי)	נגרוס	2962	4
60672	נגרוס אוריאנטל (פיליפינים)	נגרוס אוריאנטל	15769	4
60674	נגריל (ג'מייקה)	נגריל	20767	4
60681	נדבורנה (אוקראינה)	נאדבורנא	1640	2
60682	נדבורנה (אוקראינה)	נדבורנא	1640	2
60684	נדה (גרמניה)	נדה	20081	4
60686	נדודור (הונגריה)	נאדודוואהר	9598	4
60687	נדודור (הונגריה)	נדודור	9598	4
60689	נדולה (זמביה)	נדולה	11486	4
60691	נדרומה (אלג'יריה)	נדרומה	15306	4
60694	נהא טרנג (ויטנאם)	נהא טרנג	12113	4
60698	נהוונד (איראן)	נהוונד	17899	4
60699	נהורה (ישראל)	נהורה	37	2
60701	נהיים-הוסטן (גרמניה)	נהיים-הוסטן	18037	4
60704	נהלל (ישראל)	נהלל	38	2
60706	נהנט (מסצ'וסטס)	נהנט	14726	4
60708	נהר אדום (טקסס-לואיזיאנה)	נהר אדום	2125	4
60710	נהר אדור (צרפת)	נהר אדור	1576	4
60714	נהר אדיג'ה (איטליה)	נהר אדיג'ה	1572	4
60717	נהר אובנגי	נהר אובנגי	5997	4
60720	נהר אוגוואה (גבון)	נהר אוגוואה	3371	4
60725	נהר אוגיצ'י (ג'ורג'ה)	נהר אוגיצ'י	2855	4
60727	נהר אוונס (קליפורניה)	נהר אוונס	2820	4
60730	נהר אוז הגדול (אנגליה)	נהר אוז הגדול	1285	4
60733	נהר אוטווה (קוויבק ואונטריו)	נהר אוטווה	2816	4
60738	נהר אולט (רומניה)	נהר אולט	2865	4
60742	נהר אומו (אתיופיה וקניה)	נהר אומו	4549	4
60748	נהר אוסורי (רוסיה וסין)	נהר אוסורי	3978	4
60750	נהר אורובמבה (פרו)	נהר אורובמבה	2937	4
60753	נהר אורוגווי	נהר אורוגווי	3546	4
60764	נהר אורונטס	נהר אורונטס	5150	4
60768	נהר איובה עליון (מינסוטה ואיובה)	נהר איובה עליון	6507	4
60773	נהר איזונצו (סלובניה ואיטליה)	נהר איזונצו	2000	4
60779	נהר אייבון (אנגליה)	נהר אייבון	1858	4
60781	נהר אייבון (ניו זילנד)	נהר אייבון	1783	4
60784	נהר אינדיאן (פלורידה : לגונה)	נהר אינדיאן	1342	4
60789	נהר אירוואדי (בורמה)	נהר אירוואדי	3813	4
60791	נהר אלבמה (אלבמה)	נהר אלבמה	4514	4
60794	נהר אלגני (פנסילבניה וניו יורק)	נהר אלגני	1919	4
60796	נהר אמסטל (הולנד)	נהר אמסטל	3335	4
60798	נהר אמריקן (קליפורניה)	נהר אמריקן	1879	4
60800	נהר אנו (צפון קרולינה)	נהר אנו	4171	4
60803	נהר אפורה (ונצואלה)	נהר אפורה	1974	4
60805	נהר אפלצ'יקולה (פלורידה)	נהר אפלצ'יקולה	1901	4
60809	נהר ארגואייה (ברזיל)	נהר ארגואייה	1980	4
60811	נהר ארז (שווייץ)	נהר ארז	4136	4
60815	נהר ארנו (איטליה)	נהר ארנו	1996	4
60817	נהר ארקנסו	נהר ארקנסו	1993	4
60819	נהר באפלו (ארקנסו)	נהר באפלו	1834	4
60821	נהר בייוורה (צרפת)	נהר בייוורה	1811	4
60823	נהר בליז (גואטמלה ובליז)	נהר בליז	5538	4
60825	נהר בלקווטר (וירגיניה המערבית)	נהר בלקווטר	5089	4
60829	נהר בנואה (קמרון וניגריה)	נהר בנואה	3083	4
60834	נהר בני (בוליביה)	נהר בני	3364	4
60842	נהר בראהמאפוטרה	נהר בראהמאפוטרה	1818	4
60850	נהר ברדה (סוריה)	נהר ברדה	3116	4
60852	נהר ברונסוויק (ג'ורג'יה)	נהר ברונסוויק	4541	4
60859	נהר ברקה (סודאן ואריתריאה)	נהר ברקה	4067	4
60864	נהר ג'ובה (אתיופיה וסומליה)	נהר ג'ובה	2682	4
60868	נהר ג'ייהאן (טורקיה)	נהר ג'ייהאן	4144	4
60872	נהר ג'יימס (צפון דקוטה ודרום דקוטה)	נהר ג'יימס	4525	4
60874	נהר ג'יפרה (צרפת)	נהר ג'יפרה	22658	4
60881	נהר גואיאס (אקוודור)	נהר גואיאס	1297	4
60884	נהר גוודיאנה (ספרד, פורטוגל)	נהר גוודיאנה	1296	4
60886	נהר גילה (ניו מקסיקו ואריזונה)	נהר גילה	1440	4
60892	נהר גמביה	נהר גמביה	4890	4
60894	נהר גרין (ויומינג-יוטה)	נהר גרין	1293	4
60896	נהר גרנד (אונטריו)	נהר גרנד	1461	4
60898	נהר גרנד (מישיגן)	נהר גרנד	3531	4
60902	נהר דון (דרום יורקשייר, אנגליה)	נהר דון	4300	4
60906	נהר דון (רוסיה)	נהר דון	1114	4
60909	נהר דוצ'ה (מינאס ז'ראיס ואספריטו סנטו, ברזיל)	נהר דוצ'ה	1111	4
60911	נהר דורדון (צרפת)	נהר דורדון	1116	4
60918	נהר דיאלה (איראן ועיראק)	נהר דיאלה	1107	4
60921	נהר דיילי (אוסטרליה)	נהר דיילי	3701	4
60923	נהר דלאוור	נהר דלאוור	1025	4
60925	נהר דמודר (הודו)	נהר דמודר	5894	4
60927	נהר דמריסקוטה (מיין)	נהר דמריסקוטה	4518	4
60929	נהר דמררה (גיאנה)	נהר דמררה	6528	4
60932	נהרדעא (עיר קדומה)	נהרדעא	3373	4
60934	נהר האבוד הגדול (איידהו)	נהר האבוד הגדול	4646	4
60939	נהר האברו (ספרד)	נהר האברו	1064	4
60942	נהר האדום של הצפון	נהר האדום של הצפון	2033	4
60945	נהר האודר	נהר האודר	2853	4
60951	נהר האוקוונגו	נהר האוקוונגו	2859	4
60954	נהר האורינוקו (ונצואלה וקולומביה)	נהר האורינוקו	2843	4
60958	נהר האטצ'י (מיסיסיפי וטנסי)	נהר האטצ'י	1262	4
60962	נהר האי (סין)	נהר האי	1282	4
60965	נהר האינדוס	נהר האינדוס	1316	4
60971	נהר האמזונס	נהר האמזונס	1935	4
60977	נהר האן (מחוזות שאנשי וחוביי, סין)	נהר האן	1259	4
60979	נהר האנטר (ניו סאות' ויילס)	נהר האנטר	1359	4
60984	נהר האסקיבו (גיאנה)	נהר האסקיבו	23362	4
60987	נהר הגנגס (הודו ובנגלדש)	נהר הגנגס	1479	4
60993	נהר הדווינה המערבית	נהר הדווינה המערבית	4655	4
61002	נהר הדנובה	נהר הדנובה	1008	4
61008	נהר הדנייפר	נהר הדנייפר	1109	4
61010	נהר ההדסון (ניו יורק וניו ג'רזי)	נהר ההדסון	1356	4
61015	נהר הואי (סין)	נהר הואי	3872	4
61019	נהר הוגלי (הודו)	נהר הוגלי	4616	4
61021	נהר הוד (אורגון)	נהר הוד	12778	4
61028	נהר הוויסלה (פולין)	נהר הוויסלה	3674	4
61033	נהר הוולגה (רוסיה)	נהר הוולגה	3678	4
61036	נהר הזאלה (צרפת וגרמניה)	נהר הזאלה	2012	4
61042	נהר הזמבזי	נהר הזמבזי	3693	4
61046	נהר הטיבר (איטליה)	נהר הטיבר	2267	4
61048	נהר הלואר (צרפת)	נהר הלואר	2506	4
61053	נהר הליטני (לבנון)	נהר א-ליטאני	22102	4
61054	נהר הליטני (לבנון)	נהר הליטאני	22102	4
61055	נהר הליטני (לבנון)	נהר הליטני	22102	4
61058	נהר המאראנון (פרו)	נהר המאראנון	2574	4
61063	נהר המז	נהר המז	2882	4
61067	נהר הפו (איטליה)	נהר הפו	2221	4
61069	נהר הפוטומק	נהר הפוטומק	2241	4
61076	נהר הצהוב (סין)	נהר הצהוב	3741	4
61078	נהר הקולורדו (קולורדו-מקסיקו)	נהר הקולורדו	1207	4
61080	נהר הרוהר (גרמניה)	נהר הרוהר	2008	4
61088	נהר הריין	נהר הריין	2041	4
61089	נהר הריין	רינוס	2041	4
61092	נהר התמזה (אנגליה)	נהר התמזה	2259	4
61094	נהר ואזור לאומי ביג סאות' פורק (טנסי וקנטקי)	נהר ואזור לאומי ביג סאות' פורק	3852	4
61096	נהר ווסר (גרמניה)	נהר ווסר	3638	4
61098	נהר וייט (ארקנסו ומיזורי)	נהר וייט	3687	4
61100	נהר וייט (קולורדו ויוטה)	נהר וייט	4178	4
61102	נהר ויליאמט (אורגון)	נהר ויליאמט	3721	4
61106	נהר וינאלופו (ספרד)	נהר וינאלופו	3099	4
61119	נהר וירג'ין	נהר וירג'ין	3672	4
61121	נהר זהני (לבנון)	נהר זהני	26014	4
61122	נהר זהני (לבנון)	נהר זהראני	26014	4
61123	נהר זהני (לבנון)	נחל הזהרני	26014	4
61128	נהר חבור (טורקיה וסוריה)	נהר חבור	4883	4
61134	נהר חידקל	נהר חידקל	2273	4
61141	נהר טאגוס (ספרד ופורטוגל)	נהר טאגוס	2460	4
61144	נהר טאיצ'י (בוליביה)	נהר טאיצ'י	4896	4
61147	נהר טאן שואי (טאיוואן)	נהר טאן שואי	3941	4
61149	נהר טארן (צרפת)	נהר טארן	2289	4
61153	נהר טוקנטינס (ברזיל)	נהר טוקנטינס	2353	4
61156	נהר טורנס (אוסטרליה)	נהר טורנס	23321	4
61158	נהר טטשנשיני (בריטיש קולומביה)	נהר טטשנשיני	4005	4
61163	נהר טיוואנאקו (בוליביה)	נהר טיוואנאקו	4877	4
61166	נהר טיחואנה (מקסיקו וקליפורניה)	נהר טיחואנה	2276	4
61174	נהר טיסה	נהר טיסה	2350	4
61176	נהר טלאפוסה (ג'ורג'יה ואלבמה)	נהר טלאפוסה	2376	4
61180	נהר טמא (יאמאנאשי-קן-טוקיו, יפן)	נהר טמא	2483	4
61183	נהר טמפובטה (פרו)	נהר טמפובטה	3108	4
61185	נהר טנסי	נהר טנסי	2304	4
61188	נהר יאלו (סין וקוריאה)	נהר יאלו	3589	4
61192	נהר יאמונה (הודו)	נהר יאמונה	3853	4
61204	נהר יאנגצה (סין)	נהר יאנגצה	3748	4
61208	נהר יארי (אמאפה ופרה, ברזיל)	נהר יארי	3764	4
61214	נהריה (ישראל)	נהריה	39	2
61217	נהר יודו (יפן)	נהר יודו	3746	4
61219	נהר יוקון (יוקון ואלסקה)	נהר יוקון	3690	4
61221	נהר ילוסטון	נהר ילוסטון	3743	4
61223	נהר לאופולה (זמביה וקונגו)	נהר לאופולה	3223	4
61226	נהר לאוקה (בוליביה וצ'ילה)	נהר לאוקה	5346	4
61229	נהר לובליאנה (סלובניה)	נהר לובליאנה	23290	4
61231	נהר לוגון (צ'אד וקמרון)	נהר לוגון	4066	4
61240	נהר לי (גווילין דיצ׳ו, סין)	נהר לי	5600	4
61247	נהר ליטל זאב (איראן ועיראק)	נהר ליטל זאב	5579	4
61249	נהר לנארד	נהר לנארד	4770	4
61251	נהר מדוואי (אנגליה)	נהר מדוואי	2927	4
61253	נהר מובייל (אלבמה)	נהר מובייל	3241	4
61255	נהר מוהוק (ניו יורק)	נהר מוהוק	2972	4
61258	נהר מונוגהלה (מערב וירגיניה ופנסלבניה)	נהר מונוגהלה	2978	4
61261	נהר מוסקוה (רוסיה)	נהר מוסקוה	2989	4
61263	נהר מוסקינגם (אוהיו)	נהר מוסקינגם	3958	4
61265	נהר מור (אוסטרליה)	נהר מור	2986	4
61290	נהר מיזורי	נהר מיזורי	2939	4
61292	נהר מיין (גרמניה)	נהר מיין	2612	4
61300	נהר מינו (ספרד ופורטוגל)	נהר מינו	4595	4
61302	נהר מינסוטה (דרום דקוטה ומינסוטה)	נהר מינסוטה	2899	4
61304	נהר מיסיסיפי	נהר מיסיסיפי	2921	4
61307	נהר מסטא (רוסיה)	נהר מסטא	3616	4
61316	נהר מקונג	נהר מקונג	2930	4
61318	נהר מרי (אוסטרליה)	נהר מרי	4002	4
61321	נהר מרימק (ניו המפשייר ומסצ'וסטס)	נהר מרימק	2877	4
61323	נהר נהאני דרום (טריטוריה הצפון-מערבית)	נהר נהאני דרום	2401	4
61327	נהר נהמונדה (ברזיל)	נהר נהמונדה	2791	4
61329	נהר ניוס (צפון קרולינה)	נהר ניוס	2966	4
61336	נהר ניז'ר	נהר ניז'ר	2799	4
61338	נהר נייבה (רוסיה)	נהר נייבה	2875	4
61340	נהר נייף (צפון דקוטה)	נהר נייף	3475	4
61342	נהר נצ'ס (טקסס)	נהר נצ'ס	2960	4
61346	נהר נרמאדה (הודו)	נהר נרמאדה	2951	4
61353	נהר סאלווין	נהר סאלווין	3432	4
61355	נהר סאן חואן (קולורדו-יוטה)	נהר סאן חואן	2117	4
61358	נהר סאן חורחה (קולומביה)	נהר סאן חורחה	3025	4
61362	נהר סברן (ויילס ואנגליה)	נהר סברן	2251	4
61365	נהר סגואניי (קוויבק)	נהר סגואניי	3900	4
61367	נהר סדברי (מסצ'וסטס)	נהר סדברי	2468	4
61370	נהר סוואני (ג'יאורג'יה ולואיזיאנה)	נהר סוואני	2452	4
61373	הר סטורם קינג (ניו יורק)	נהר סטורם קינג	4511	4
61380	נהר סטרומה (בולגריה ויוון)	נהר סטרומה	2497	4
61383	נהר סילה	נהר סילה	1532	4
61386	נהר סילה (איטליה)	נהר סילה	1560	4
61389	נהר סינו (קולומביה)	נהר סינו	4516	4
61395	נהר סכלדה	נהר סכלדה	2078	4
61398	נהר סלמון (איידהו)	נהר סלמון	2099	4
61400	נהר סן גבריאל (קליפורניה)	נהר סן גבריאל	2112	4
61404	נהר סנגל	נהר סנגל	2086	4
61406	נהר סנדוסקי (אוהיו)	נהר סנדוסקי	4187	4
61408	נהר סנואי (אוסטרליה)	נהר סנואי	4095	4
61411	נהר סנט ג'ונס (פלורידה)	נהר סנט ג'ונס	2027	4
61420	נהר סנט ג'ורג' (מיין)	נהר סנט ג'ורג'	6572	4
61422	נהר סנטה קרוז (אריזונה ומקסיקו)	נהר סנטה קרוז	2064	4
61425	נהר סנט לורנס	נהר סנט לורנס	2028	4
61428	נהר סנט מרי'ס (מישיגן ואונטריו)	נהר סנט מרי'ס	3856	4
61433	נהר סנט פרנסיס (קוויבק)	נהר סנט פרנסיס	4731	4
61437	נהר סנט קרואה (ויסקונסין ומינסוטה)	נהר סנט קרואה	2023	4
61439	נהר סנייק (ויומינג-וושינגטון)	נהר סנייק	2383	4
61441	נהר סן פדרו (מקסיקו ואריזונה)	נהר סן פדרו	4787	4
61443	נהר ססקווהאנה	נהר ססקווהאנה	2449	4
61445	נהר ססקצ'ואן צפון (אלברטה וססקצ'ואן)	נהר ססקצ'ואן צפון	2758	4
61449	נהר ספיק (אינדונזיה ופפואה גינאה החדשה)	נהר ספיק	2088	4
61451	נהר סקרמנטו (קליפורניה)	נהר סקרמנטו	2016	4
61453	נהר פאודר (ויומינג וורמונט)	נהר פאודר	2243	4
61457	נהר פאראנה (ברזיל, ארגנטינה)	נהר פאראנה	3769	4
61460	נהר פוארקו (ניו מקסיקו ואריזונה)	נהר פוארקו	2197	4
61465	נהר פוטומיו	נהר פוטומיו	4723	4
61467	נהר פורארי (מחוז המפרץ, פפואה גינאה החדשה)	נהר פורארי	2202	4
61469	נהר פורוס (פרו וברזיל)	נהר פורוס	2204	4
61471	נהר פיס (בריטיש קולומביה : מחוז)	נהר פיס	20218	4
61473	נהר פלאט (נברסקה)	נהר פלאט	2186	4
61475	נהר פליט (אנגליה)	נהר פליט	6509	4
61478	נהר פנג (סין)	נהר פנג	3623	4
61480	נהר פנובסקוט (מיין)	נהר פנובסקוט	2131	4
61483	נהר פקוס (ניו מקסיקו וטקסס)	נהר פקוס	2157	4
61488	נהר פרגוואי	נהר פרגוואי	2168	4
61490	נהר פרייזר (בריטיש קולומביה)	נהר פרייזר	1402	4
61492	נהר פרייס (יוטה)	נהר פרייס	2217	4
61494	נהר פרנץ' (פארי סאונד, אונטריו)	נהר פרנץ'	5989	4
61498	נהר פרת	נהר פרת	1412	4
61509	נהר צ'או פראיה (תאילנד)	נהר צ'או פראיה	1229	4
61511	נהר צ'אטהוצ'י	נהר צ'אטהוצ'י	1231	4
61513	נהר צ'אטוגה (צפון קרולינה, ג'ורג'יה ודרום קרולינה)	נהר צ'אטוגה	3625	4
61515	נהר צ'אטקאל (קירגיסטן ואוזבקיסטן)	נהר צ'אטקאל	26968	4
61518	נהר צ'ארי	נהר צ'ארי	4163	4
61522	נהר צ'וסובאיה (רוסיה)	נהר צ'וסובאיה	5537	4
61530	נהר צ'ורו (טורקיה וגאורגיה)	נהר צ'ורו	6642	4
61532	נהר צ'יטיסטון (אלסקה)	נהר צ'יטיסטון	26940	4
61535	נהר צ'ילקה (פרו)	נהר צ'ילקה	1244	4
61537	נהר צ'יקוויבול (בליז)	נהר צ'יקוויבול	26967	4
61539	נהר צ'רלס (מסצ'וסטס)	נהר צ'רלס	1230	4
61541	נהר קאיטטה (ברזיל)	נהר קאיטטה	21286	4
61550	נהר קארון (איראן)	נהר קארון	5311	4
61553	נהר קבהה (אלבמה)	נהר קבהה	4140	4
61555	נהר קבנה (אתיופיה)	נהר קבנה	3948	4
61557	נהר קויוקוק (אלסקה)	נהר קויוקוק	2694	4
61559	נהר קויסאב (נמיביה)	נהר קויסאב	3265	4
61562	נהר קולומביה	נהר קולומביה	1210	4
61564	נהר קולורדו (ארגנטינה)	נהר קולורדו	4145	4
61566	נהר קולורדו (טקסס)	נהר קולורדו	3896	4
61568	נהר קונטיקט	נהר קונטיקט	1108	4
61570	נהר קונקורד (מסצ'וסטס)	נהר קונקורד	1233	4
61572	נהר קוסה (ג'ורג'ה ואלבמה)	נהר קוסה	3566	4
61574	נהר קור ד'אלין (איידהו)	נהר קור ד'אלין	3557	4
61578	נהר קיטאקאמי (יפן)	נהר קיטאקאמי	3834	4
61580	נהר קייפ פיר (צפון קרולינה)	נהר קייפ פיר	1177	4
61582	נהר קיקפו (ויסקונסין)	נהר קיקפו	4225	4
61584	נהר קנאוהא (מערב וירג'יניה)	נהר קנאוהא	2635	4
61587	נהר קנבק (מיין)	נהר קנבק	2653	4
61590	נהר קנזס (קנזס)	נהר קנזס	2638	4
61594	נהר קסאי (אנגולה, קונגו)	נהר קסאי	2647	4
61596	נהר ראבי (הודו ופקיסטן)	נהר ראבי	3871	4
61598	נהר רד דיר (קנדה)	נהר רד דיר	3869	4
61607	נהר רוזוולט (ברזיל)	נהר רוזוולט	4245	4
61609	נהר רוסיאן (קליפורניה)	נהר רוסיאן	3038	4
61615	נהר ריאוני (גאורגיה)	נהר ריאוני	4110	4
61617	נהר רריטן (ניו ג'רזי)	נהר רריטן	3119	4
61620	נהר שינגו (ברזיל)	נהר שינגו	3731	4
61622	נהר שננדואה (וירג'יניה ומערב וירג'יניה)	נהר שננדואה	2415	4
61627	נהר תמר (אנגליה)	נהר תמר	4663	4
61629	נואבה אסייה (פיליפינים : פרובינציה)	נואבה אסייה	11229	4
61631	נואבה אספרטה (ונצואלה)	נואבה אספרטה	12932	4
61636	נואבה גליסיה	נואבה גליסיה	14043	4
61638	נואבה גרמניה (פרגוואי)	נואבה גרמניה	17799	4
61641	נואבה ויסקייה (ספרד החדשה)	נואבה ויסקייה	10120	4
61644	נואבו ליאון (מקסיקו : מדינה)	נואבו ליאון	8500	4
61646	נואזי-לה-גרן (צרפת)	נואזי-לה-גרן	17218	4
61648	נואזי-לה-סק (צרפת)	נואזי-לה-סק	26540	4
61651	נואיבה (מצרים)	נואיבה	22751	4
61654	נואיון (צרפת)	נואיון	14870	4
61656	נואל (איטליה)	נואל	19445	4
61660	נואן-ויק (צרפת)	נואן-ויק	18017	4
61664	נואקשוט (מאוריטניה)	נואקשוט	7751	4
61667	נוארמוטייה (צרפת : אי)	נוארמוטייה	3835	4
61669	נוב (ישראל)	מושב נוב	40	2
61670	נוב (ישראל)	נוב	40	2
61672	נוב (עיר קדומה)	נוב	26059	4
61675	נובאי (עיר קדומה)	נובאי	2778	4
61677	נובארה (איטליה)	נובארה	6265	4
61678	נובארה (איטליה)	נוברה	6265	4
61679	נובארה (איטליה)	נווארה	6265	4
61691	נובגורוד (רפובליקה פדרלית)	נובגורוד	15084	4
61693	נובה אודסה (ברזיל)	נובה אודסה	14628	4
61696	נובה איגואסו (ברזיל)	נובה איגואסו	14464	4
61698	נובה אמגו (גינאה פורטוגזית)	נובה אמגו	22624	4
61700	נובה ברזניצה (פולין)	נובה ברזניצה	27148	4
61703	נובה הוטה (קרקוב, פולין)	נובה הוטה	16243	4
61713	נובהורוד-סברסקי (אוקראינה)	נובהורוד-סברסקי	16549	4
61715	נובה ז'רוזלם (ברזיל)	נובה ז'רוזלם	25363	4
61725	נובה זאגורה (בולגריה)	נובה זאגורה	14554	4
61727	נובה לימה (ברזיל)	נובה לימה	11391	4
61732	נובה מסטו (פראג, צ'כיה)	נובה מסטו	19413	4
61736	נובה מסטו נאד מטויי (צ'כיה)	נובה מסטו נאד מטויי	18622	4
61740	נובה סופאלה (מוזמביק)	נובה סופאלה	13246	4
61743	נובה סיולה (פולין)	נובה סיולה	20044	4
61746	נובה סקוטיה	נובה סקוטיה	7221	4
61749	נובה פריבורגו (ברזיל)	נובה פריבורגו	12376	4
61764	נובהרדוק (בלארוס)	נאוואגרודאק	41	2
61765	נובהרדוק (בלארוס)	נאוואהרדאק	41	2
61766	נובהרדוק (בלארוס)	נאווארדאק	41	4
61767	נובהרדוק (בלארוס)	נאווגרודאק	41	4
61768	נובהרדוק (בלארוס)	נאווהרדק	41	1
61769	נובהרדוק (בלארוס)	נובוגרודוק	41	4
61770	נובהרדוק (בלארוס)	נוברדוק	41	4
61793	נובוהרד-ולינסקי (אוקראינה)	נובוגרד וולינסקי	19544	4
61794	נובוהרד-ולינסקי (אוקראינה)	נובוהרד-ולינסקי	19544	4
61796	נובוזיבקוב (רוסיה)	נובוזיבקוב	19897	4
61799	נובו זלטופול (אוקראינה)	נובו זלטופול	26638	4
61800	נובו זלטופול (אוקראינה)	ני זלטופול	26638	4
61801	נובו זלטופול (אוקראינה)	ניי זלאטאפאל	26638	4
61802	נובו זלטופול (אוקראינה)	ניי זלטופול	26638	4
61806	נובו-זלטופול (אוקראינה)	נובו-זלטופול	22388	4
61809	נובומוסקובסק (אוקראינה)	נובומוסקובסק	27170	4
61811	נובומוסקובסק (רוסיה)	נובומוסקובסק	9062	4
61815	נובומירהורוד (אוקראינה)	זלאטופול	26112	4
61816	נובומירהורוד (אוקראינה)	זלאטופולי	26112	4
61817	נובומירהורוד (אוקראינה)	זלאטופל	26112	4
61818	נובומירהורוד (אוקראינה)	זלטופול	26112	4
61819	נובומירהורוד (אוקראינה)	נובומירגורוד	26112	4
61820	נובומירהורוד (אוקראינה)	נובומירהורוד	26112	4
61824	נובו מסטו (סלובניה)	נובו מסטו	16242	4
61825	נובו מסטו (סלובניה)	רודולפסורת	16242	4
61833	נובוסיבירסק (רוסיה)	נובוסיבירסק	11090	4
61836	נובוסילקי (אוקראינה)	נובוסילקי	20372	4
61847	נובוסליצה (מחוז צ'רניביאטסקאיה, אוקראינה)	נובוסליצה	11673	4
61848	נובוסליצה (מחוז צ'רניביאטסקאיה, אוקראינה)	סאליצו'	11673	4
61856	נובוצ'רקוסק (רוסיה)	נובוצ'רקוסק	9081	4
61861	נובוקוזנצק (רוסיה)	נובוקוזנצק	11985	4
61865	נובורוסיסק (רוסיה)	נובורוסיסק	11967	4
61868	נובו שוונציאן (ליטא)	נאווע שוונציאן	23619	4
61869	נובו שוונציאן (ליטא)	נובו סוונציאן	23619	4
61870	נובו שוונציאן (ליטא)	נובו שוונציאן	23619	4
61872	נובטו (קליפורניה)	נובטו	10044	4
61882	נובידבור (בלארוס)	נובידבור	20016	4
61886	נובי דבור מזוביצקי (פולין)	האווי דוואהר	42	2
61887	נובי דבור מזוביצקי (פולין)	נאווי דוואהר	42	2
61888	נובי דבור מזוביצקי (פולין)	נאווי דוואר	42	2
61889	נובי דבור מזוביצקי (פולין)	נאווי דווהר	42	2
61890	נובי דבור מזוביצקי (פולין)	נאוויר דוואהר	42	2
61891	נובי דבור מזוביצקי (פולין)	נובי דבור	42	2
61894	נוביה	נוביה	10268	4
61898	נוביה זמליה (רוסיה)	נוביה זמליה	2780	4
61901	נוביה לדוגה (רוסיה)	נוביה לדוגה	18796	4
